chr10	100145361	100145362	E6
chr10	100236509	100236510	E6
chr10	100236509	100236510	E6
chr10	100535872	100535873	E18
chr10	100555597	100555598	E18
chr10	100569652	100569653	E18
chr10	100577620	100577621	E18
chr10	100904851	100904852	E18
chr10	100910439	100910440	E18
chr10	100912961	100912962	E18
chr10	100913535	100913536	E18
chr10	100919512	100919513	E18
chr10	100932847	100932848	E18
chr10	100932886	100932887	E18
chr10	100932886	100932887	E18
chr10	100933213	100933214	E18
chr10	100936152	100936153	E18
chr10	100940722	100940723	E18
chr10	100943677	100943678	E18
chr10	100955130	100955131	E18
chr10	100955426	100955427	E18
chr10	100962671	100962672	E18
chr10	100963159	100963160	E18
chr10	100972002	100972003	E18
chr10	100973056	100973057	E18
chr10	100973650	100973651	E18
chr10	100974019	100974020	E18
chr10	100974019	100974020	E18
chr10	100974022	100974023	E18
chr10	100974022	100974023	E18
chr10	100975021	100975022	E18
chr10	100976078	100976079	E18
chr10	100978794	100978795	E18
chr10	100980514	100980515	E18
chr10	100983006	100983007	E18
chr10	100984457	100984458	E18
chr10	100985305	100985306	E18
chr10	100986746	100986747	E17
chr10	100990864	100990865	E17
chr10	100990864	100990865	E17
chr10	100990866	100990867	E17
chr10	100990866	100990867	E17
chr10	100991026	100991027	E17
chr10	100991026	100991027	E17
chr10	100991094	100991095	E17
chr10	100991094	100991095	E17
chr10	100991949	100991950	E16
chr10	100992405	100992406	E16
chr10	100992988	100992989	E15
chr10	100994276	100994277	E15
chr10	100994481	100994482	E15
chr10	100996986	100996987	E16
chr10	100997685	100997686	E16
chr10	100998177	100998178	E17
chr10	100998580	100998581	E17
chr10	100998868	100998869	E17
chr10	101001239	101001240	E18
chr10	101001701	101001702	E18
chr10	101002044	101002045	E18
chr10	101002370	101002371	E18
chr10	101445515	101445516	E9
chr10	101447884	101447885	E6
chr10	101467554	101467555	E6
chr10	101469767	101469768	E11
chr10	101475082	101475083	E6
chr10	101476697	101476698	E5
chr10	101482377	101482378	E5
chr10	101484158	101484159	E6
chr10	101487451	101487452	E6
chr10	101488820	101488821	E6
chr10	101498622	101498623	E13
chr10	101504645	101504646	E5
chr10	101514672	101514673	E5
chr10	101514855	101514856	E5
chr10	101520625	101520626	E6
chr10	101544802	101544803	E18
chr10	101545493	101545494	E18
chr10	101546373	101546374	E18
chr10	101551871	101551872	E18
chr10	101576495	101576496	E18
chr10	101578007	101578008	E18
chr10	101578346	101578347	E18
chr10	101578973	101578974	E18
chr10	101578973	101578974	E18
chr10	101578976	101578977	E18
chr10	101578976	101578977	E18
chr10	101580387	101580388	E18
chr10	101580387	101580388	E18
chr10	101580422	101580423	E18
chr10	101580422	101580423	E18
chr10	101580422	101580423	E18
chr10	101580422	101580423	E18
chr10	101580478	101580479	E18
chr10	101580478	101580479	E18
chr10	101580692	101580693	E18
chr10	101580957	101580958	E18
chr10	101581161	101581162	E18
chr10	101583776	101583777	E18
chr10	101586183	101586184	E18
chr10	101586558	101586559	E18
chr10	101589839	101589840	E12
chr10	101592695	101592696	E18
chr10	101592941	101592942	E18
chr10	101593682	101593683	E18
chr10	101594178	101594179	E18
chr10	101594425	101594426	E18
chr10	101594797	101594798	E18
chr10	101594915	101594916	E18
chr10	101599801	101599802	E18
chr10	101601067	101601068	E18
chr10	101607499	101607500	E18
chr10	101623403	101623404	E18
chr10	101632233	101632234	E6
chr10	101632388	101632389	E6
chr10	101633122	101633123	E6
chr10	101633122	101633123	E6
chr10	101633169	101633170	E6
chr10	101633169	101633170	E6
chr10	101640309	101640310	E5
chr10	101655677	101655678	E5
chr10	101657818	101657819	E5
chr10	101664167	101664168	E5
chr10	101664955	101664956	E5
chr10	101665811	101665812	E5
chr10	101666925	101666926	E5
chr10	101669141	101669142	E5
chr10	101685475	101685476	E6
chr10	101685702	101685703	E6
chr10	101700180	101700181	E7
chr10	102467904	102467905	E17
chr10	102727625	102727626	E6
chr10	103243964	103243965	E18
chr10	103263177	103263178	E18
chr10	103286250	103286251	E18
chr10	103286932	103286933	E18
chr10	103295206	103295207	E18
chr10	103296155	103296156	E10
chr10	103313313	103313314	E6
chr10	103338267	103338268	E6
chr10	103343208	103343209	E5
chr10	103365694	103365695	E6
chr10	103369141	103369142	E5
chr10	103376056	103376057	E6
chr10	103394332	103394333	E6
chr10	103402021	103402022	E6
chr10	103410892	103410893	E6
chr10	103415374	103415375	E5
chr10	103484514	103484515	E11
chr10	1165618	1165619	E5
chr10	1168384	1168385	E5
chr10	1169410	1169411	E5
chr10	1170042	1170043	E5
chr10	1170116	1170117	E5
chr10	11738071	11738072	E11
chr10	11738293	11738294	E6
chr10	11738293	11738294	E6
chr10	11738293	11738294	E6
chr10	11738293	11738294	E6
chr10	11738298	11738299	E6
chr10	11738298	11738299	E6
chr10	11738298	11738299	E6
chr10	11738298	11738299	E6
chr10	11738325	11738326	E6
chr10	11738325	11738326	E6
chr10	11738325	11738326	E6
chr10	11738325	11738326	E6
chr10	11738579	11738580	E6
chr10	11738838	11738839	E6
chr10	11739122	11739123	E6
chr10	11739511	11739512	E6
chr10	11739815	11739816	E11
chr10	11739968	11739969	E11
chr10	11740182	11740183	E11
chr10	11740754	11740755	E9
chr10	11740834	11740835	E9
chr10	11740834	11740835	E9
chr10	11740835	11740836	E9
chr10	11740835	11740836	E9
chr10	11741199	11741200	E9
chr10	11741277	11741278	E9
chr10	11741874	11741875	E9
chr10	11742089	11742090	E11
chr10	11742979	11742980	E6
chr10	11743248	11743249	E6
chr10	11743768	11743769	E6
chr10	11747638	11747639	E18
chr10	11755221	11755222	E11
chr10	11755759	11755760	E11
chr10	11758230	11758231	E12
chr10	11762198	11762199	E11
chr10	11762583	11762584	E11
chr10	11762734	11762735	E6
chr10	11766150	11766151	E6
chr10	11766150	11766151	E6
chr10	11766178	11766179	E6
chr10	11766178	11766179	E6
chr10	11766343	11766344	E6
chr10	11770917	11770918	E13
chr10	11773804	11773805	E13
chr10	1179519	1179520	E6
chr10	1179519	1179520	E6
chr10	11806860	11806861	E18
chr10	11812015	11812016	E17
chr10	118272440	118272441	E18
chr10	118348873	118348874	E18
chr10	118416637	118416638	E17
chr10	11842931	11842932	E17
chr10	11843625	11843626	E17
chr10	118572990	118572991	E17
chr10	118573819	118573820	E17
chr10	118575486	118575487	E17
chr10	118577955	118577956	E17
chr10	118662918	118662919	E17
chr10	118665789	118665790	E17
chr10	118665938	118665939	E17
chr10	118667800	118667801	E17
chr10	118668813	118668814	E17
chr10	118669247	118669248	E17
chr10	118669247	118669248	E17
chr10	118669290	118669291	E17
chr10	118669290	118669291	E17
chr10	118670352	118670353	E17
chr10	118670972	118670973	E17
chr10	118671467	118671468	E17
chr10	118671893	118671894	E18
chr10	118671893	118671894	E18
chr10	118671918	118671919	E18
chr10	118671918	118671919	E18
chr10	118672973	118672974	E18
chr10	118674006	118674007	E18
chr10	118674137	118674138	E18
chr10	118674917	118674918	E18
chr10	118675215	118675216	E18
chr10	118675321	118675322	E18
chr10	118676192	118676193	E18
chr10	118676808	118676809	E18
chr10	118677223	118677224	E18
chr10	118677223	118677224	E18
chr10	118677254	118677255	E18
