geneID	p0	p1	p2	p3	p4	hit	nonhit	traits	maxSigEQTL	maxSigGWAS	maxNonSigEQTL	maxNonSigGWAS
ENSG00000002919	0.00243606900010837	0.116441375923418	0.0178749990893837	0.854275920680591	0.00897163530649875	1	95	Astle_et_al_2016_Platelet_count	0.475523388321335	1.13047493714277	0.521938791818482	1.2230084151436
ENSG00000002919	3.61577675890172e-39	0.119169216742336	2.65307227798571e-38	0.874273849721397	0.00655693353625997	1	95	UKB_50_Standing_height	0.475523388321335	10.7144234433146	0.521938791818482	11.2223535818086
ENSG00000002919	1.78342173838918e-09	0.119213114141379	1.31015145174177e-08	0.87565290347228	0.00513396750140434	1	95	UKB_21001_Body_mass_index_BMI	0.475523388321335	0.589783507263905	0.521938791818482	0.616224189245624
ENSG00000002919	0.00656269972991956	0.112115618661965	0.0480781466977708	0.821248547465491	0.0119949874448538	1	95	Astle_et_al_2016_Eosinophil_counts	0.475523388321335	0.32947584221792	0.521938791818482	0.367542707815276
ENSG00000002919	0.00643636691015676	0.112328217024424	0.0471214208638972	0.822262119261702	0.0118518759398197	1	95	Astle_et_al_2016_White_blood_cell_count	0.475523388321335	1.25932157477255	0.521938791818482	1.454940415306
ENSG00000002919	8.76951656704331e-12	0.119225761471265	6.4386991315386e-11	0.875234994096342	0.00553924435923575	1	95	GIANT_HEIGHT	0.475523388321335	4.76940805244446	0.521938791818482	5.33724216831843
ENSG00000002919	3.41777395330606e-07	0.119353321594769	2.52146282170993e-06	0.880412879245829	0.00023093591918519	1	95	GLGC_Mc_LDL	0.475523388321335	0.555934707250517	0.521938791818482	0.616341931137712
ENSG00000002919	0.0357354554939208	0.0836296895866449	0.263645553358091	0.61690537474678	8.39268145635587e-05	1	95	UKB_20002_1313_self_reported_ankylosing_spondylitis	0.475523388321335	1.17555393395602	0.521938791818482	1.26905800169827
ENSG00000002919	0.0157277304010001	0.102346803180054	0.115489451872078	0.751420993763113	0.0150150207837551	1	95	UKB_20002_1111_self_reported_asthma	0.475523388321335	0.187633802858598	0.521938791818482	0.269705683566434
ENSG00000002919	4.54420491284446e-05	0.118606712190361	0.000333561397273915	0.870480436041204	0.0105338483220332	1	95	UKB_20002_1065_self_reported_hypertension	0.475523388321335	0.388492437844624	0.521938791818482	0.507076913945865
ENSG00000002919	0.00130587549939259	0.117828145665893	0.00962446497789993	0.868281970425632	0.00295954343118241	1	95	UKB_1160_Sleep_duration	0.475523388321335	0.319953901111001	0.521938791818482	0.400824742295454
ENSG00000002919	0.00711938587040469	0.111513871268963	0.0523843728671938	0.820411331724329	0.00857103826910963	1	95	EGG_BW3_EUR	0.475523388321335	1.00877392430751	0.521938791818482	1.33724216831843
ENSG00000002919	0.0417792156999508	0.0775709134730677	0.308213510661868	0.572136454579326	0.000299905585786845	1	95	IMMUNOBASE_Systemic_lupus_erythematosus_hg19	0.475523388321335	1.0107509119228	0.521938791818482	1.26988339901971
ENSG00000002919	0.0368487836065777	0.0824725066012604	0.271810956059252	0.608211272501623	0.000656481231287284	1	95	GIANT_2015_BMI_EUR	0.475523388321335	0.0903317889543663	0.521938791818482	0.248720895608556
ENSG00000002919	0.00765260335220689	0.11066463521396	0.0562637820336486	0.813506718395809	0.0119122610043762	1	95	UKB_6152_8_diagnosed_by_doctor_Asthma	0.475523388321335	0.141317661781636	0.521938791818482	0.21353004668038
ENSG00000002919	0.0404409465503093	0.0788979249287067	0.298314275814418	0.581895452749157	0.000451399957409037	1	95	UKB_1200_Sleeplessness_or_insomnia	0.475523388321335	4.85326065591497	0.521938791818482	5.17808035228041
ENSG00000002919	4.32417119349266e-05	0.119312551898684	0.000319011371829279	0.880092280063705	0.000232914953847009	1	95	UKB_20002_1473_self_reported_high_cholesterol	0.475523388321335	0.222603077992151	0.521938791818482	0.251073369103491
ENSG00000002919	0.00615784854240259	0.112581823707424	0.0451470606489848	0.825298966161374	0.0108143009398155	1	95	Astle_et_al_2016_Sum_eosinophil_basophil_counts	0.475523388321335	0.442011851775087	0.521938791818482	0.48372911727066
ENSG00000002919	0.0261261141207227	0.09319469754842	0.192726935492609	0.687359109399413	0.000593143438834884	1	95	CARDIoGRAM_C4D_CAD_ADDITIVE	0.475523388321335	0.0861293752680778	0.521938791818482	0.393398533470058
ENSG00000002919	0.00947081540862999	0.10985169340225	0.0698556324923979	0.810116223463664	0.000705635233058828	1	95	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.475523388321335	0.368049960886804	0.521938791818482	0.449505698658214
ENSG00000002919	3.00580142743276e-07	0.119069631277029	2.20542761449529e-06	0.873514635597917	0.00741322711729673	1	95	UKB_23099_Body_fat_percentage	0.475523388321335	1.186909926172	0.521938791818482	1.22747874666829
ENSG00000002919	4.9645171752854e-07	0.118901457230753	3.64070267482554e-06	0.871846826149808	0.00924757946504694	1	95	Astle_et_al_2016_Red_blood_cell_count	0.475523388321335	0.0206337576038388	0.521938791818482	0.0479344098149497
ENSG00000002919	8.23211656350028e-09	0.116729009739758	6.03365254580639e-08	0.85540476183507	0.0278661598565309	1	95	UKB_20002_1226_self_reported_hypothyroidism_or_myxoedema	0.475523388321335	0.115482008944261	0.521938791818482	0.210840892448243
ENSG00000005075	0.00053700455707328	0.114709055424769	0.00412046369854916	0.880056395166049	0.000577081153559331	4	42	UKB_2395_4_Hair_or_balding_pattern_Pattern_4	0.697846635763031	0.307807333824653	0.743419345344643	1.65656361323526
ENSG00000005075	0.0471337670655041	0.0680386334810335	0.360475780636473	0.520256746038436	0.00409507277855311	4	42	pgc.scz2	0.697846635763031	0	0.743419345344643	0
ENSG00000005075	0.0082410906784566	0.107029539952632	0.0632494730676222	0.821268358338782	0.000211537962507281	4	42	Jones_et_al_2016_Chronotype	0.697846635763031	0.408935392973501	0.743419345344643	3.60205999132796
ENSG00000005075	0.00743318252886171	0.107565366361856	0.0567383019499235	0.820913727197806	0.00734942196155211	4	42	UKB_50_Standing_height	0.697846635763031	3.37309325025198	0.743419345344643	3.74890034298193
ENSG00000005075	0.0269045795079934	0.0883704046856363	0.205495706174917	0.674860362418856	0.00436894721259702	4	42	GIANT_HEIGHT	0.697846635763031	0.997601241726519	0.743419345344643	1.1249387366083
ENSG00000005075	0.00460832157300648	0.109913293230885	0.0351206079605198	0.8375487840767	0.0128089931588888	4	42	Astle_et_al_2016_Eosinophil_counts	0.697846635763031	0.675511766692344	0.743419345344643	0.737311655698303
ENSG00000005075	3.13586720326448e-13	0.114647475523258	2.39599871059858e-12	0.875848113194645	0.00950441127938681	4	42	UKB_1180_Morning_or_evening_person_chronotype	0.697846635763031	0.120484036705019	0.743419345344643	3.90780013703022
ENSG00000005075	0.0235281147355289	0.0904101573447901	0.179516030969648	0.689686943085618	0.0168587538644142	4	42	UKB_20016_Fluid_intelligence_score	0.697846635763031	0.22958443664176	0.743419345344643	0.559051478924107
ENSG00000007341	3.67049538135127e-10	3.50967308789034e-06	0.000104570937363564	0.999891744890119	1.74132380406549e-07	2	36	UKB_21001_Body_mass_index_BMI	9.60636864915434	0.523099791752582	9.60636864915434	0.636091971861321
ENSG00000007341	5.49414418645045e-07	2.84838006024106e-06	0.15649259002211	0.810871593852156	0.0326324183312545	2	36	UKB_1180_Morning_or_evening_person_chronotype	9.60636864915434	4.08893014784272	9.60636864915434	5.34076702256177
ENSG00000007341	2.1571571636802e-10	3.51413686726504e-06	6.13808901132415e-05	0.999931007970393	4.09678691079615e-06	2	36	UKB_23099_Body_fat_percentage	9.60636864915434	2.91874487873774	9.60636864915434	2.95641512696297
ENSG00000007341	1.2546733200665e-21	1.34758878213697e-06	3.57031043177381e-16	0.374472708003717	0.625525944407497	2	36	Astle_et_al_2016_Platelet_count	9.60636864915434	20.0717578168427	9.60636864915434	20.4539511335983
ENSG00000007341	1.32870327026377e-06	2.18601791936549e-06	0.377920061403295	0.621760403026105	0.000316020849411544	2	36	Astle_et_al_2016_Monocyte_count	9.60636864915434	1.23106605781322	9.60636864915434	1.32845691473743
ENSG00000007341	2.31502370353177e-48	3.50772286316702e-06	6.59976355918738e-43	0.999995869702804	6.22574330858241e-07	2	36	RA_OKADA_TRANS_ETHNIC	9.60636864915434	0.468521082957745	9.60636864915434	0.468521082957745
ENSG00000007341	1.49175084774565e-12	3.512011702085e-06	4.2475416383059e-07	0.999993739218249	2.32401439129742e-06	2	36	GIANT_HEIGHT	9.60636864915434	0.42021640338319	9.60636864915434	0.721246359903676
ENSG00000007341	2.91128094224917e-07	3.21824523044808e-06	0.0826571780183645	0.913692451701276	0.00364686090703457	2	36	Astle_et_al_2016_White_blood_cell_count	9.60636864915434	3.06128018521762	9.60636864915434	3.16717187046065
